-28.86831	-7.98783	308.86509	0	0	0	0	1	0	0	0	1	0	0	0	1
-28.86667	-7.9916	308.8794	0.00778	-0.00093	0.00136	0.03191	1	2E-05	2E-05	-2E-05	1	0.00014	-2E-05	-0.00014	1
-28.87446	-7.9892	308.85392	0.00131	-0.00551	0.00114	0.03042	1	2E-05	0.0001	-2E-05	1	2E-05	-0.0001	-2E-05	1
-29.00103	-7.91991	308.87746	0.00745	-0.00488	-0.00753	0.2713	1	-0.00013	9E-05	0.00013	1	0.00013	-9E-05	-0.00013	1
-29.01605	-7.92988	308.86521	0.0048	-0.00667	-0.00652	0.26536	1	-0.00011	0.00012	0.00011	1	8E-05	-0.00012	-8E-05	1
-29.02211	-7.92681	308.85914	0.01136	-0.00715	-0.00639	0.27222	1	-0.00011	0.00012	0.00011	1	0.0002	-0.00012	-0.0002	1
-28.86284	-8.02518	308.75011	0.01126	-0.0177	-0.00775	0.28146	1	-0.00014	0.00031	0.00014	1	0.0002	-0.00031	-0.0002	1
-29.11371	-7.76188	308.76265	0.01823	-0.01073	-0.00572	0.32696	1	-0.0001	0.00019	0.0001	1	0.00032	-0.00019	-0.00032	1
-29.11284	-7.75498	308.78396	0.01293	-0.01387	0.00101	0.29365	1	2E-05	0.00024	-2E-05	1	0.00023	-0.00024	-0.00023	1
-29.14009	-7.72303	308.78209	0.01331	-0.02035	-0.00397	0.27393	1	-7E-05	0.00036	7E-05	1	0.00023	-0.00036	-0.00023	1
-29.21106	-7.79331	308.71802	0.01952	0.00375	-0.01341	0.31679	1	-0.00023	-7E-05	0.00023	1	0.00034	7E-05	-0.00034	1
-29.19412	-7.78663	308.74632	0.01136	-0.00456	-0.01157	0.26375	1	-0.0002	8E-05	0.0002	1	0.0002	-8E-05	-0.0002	1
-29.22534	-7.78918	308.73788	0.01154	-0.00069	-0.00816	0.26903	1	-0.00014	1E-05	0.00014	1	0.0002	-1E-05	-0.0002	1
-29.21347	-7.81375	308.73145	0.01308	-0.00161	-0.00787	0.26029	1	-0.00014	3E-05	0.00014	1	0.00023	-3E-05	-0.00023	1
-29.20099	-7.78803	308.73353	0.01547	-0.00135	-0.01248	0.26907	1	-0.00022	2E-05	0.00022	1	0.00027	-2E-05	-0.00027	1
-29.23778	-7.78749	308.7032	0.00804	0.00446	-0.00086	0.26972	1	-2E-05	-8E-05	2E-05	1	0.00014	8E-05	-0.00014	1
-29.22889	-7.78969	308.719	0.01158	-0.00215	-0.00795	0.26446	1	-0.00014	4E-05	0.00014	1	0.0002	-4E-05	-0.0002	1
-29.23524	-7.79683	308.72828	0.0093	-0.00358	-0.01494	0.26647	1	-0.00026	6E-05	0.00026	1	0.00016	-6E-05	-0.00016	1
-29.21844	-7.78419	308.73119	0.0103	0.00303	-0.01619	0.2648	1	-0.00028	-5E-05	0.00028	1	0.00018	5E-05	-0.00018	1
-29.22042	-7.79921	308.67233	0.01722	0.01401	-0.01379	0.31874	1	-0.00024	-0.00024	0.00024	1	0.0003	0.00024	-0.0003	1
-29.24527	-7.79916	308.71976	0.01807	-0.00113	-0.01279	0.27294	1	-0.00022	2E-05	0.00022	1	0.00032	-2E-05	-0.00032	1
-29.24981	-7.79806	308.67728	0.01487	-0.00424	-0.00971	0.28742	1	-0.00017	7E-05	0.00017	1	0.00026	-7E-05	-0.00026	1
-29.19192	-7.80604	308.67164	0.01259	0.00152	-0.01226	0.28694	1	-0.00021	-3E-05	0.00021	1	0.00022	3E-05	-0.00022	1
-29.23243	-7.77297	308.69889	0.00695	-0.00245	-0.01139	0.25865	1	-0.0002	4E-05	0.0002	1	0.00012	-4E-05	-0.00012	1
-29.2445	-7.78699	308.69905	0.00812	-0.0043	-0.0147	0.2676	1	-0.00026	7E-05	0.00026	1	0.00014	-7E-05	-0.00014	1
-29.24486	-7.78668	308.68389	0.01711	-0.00365	-0.0117	0.2715	1	-0.0002	6E-05	0.0002	1	0.0003	-6E-05	-0.0003	1
-29.2061	-7.78638	308.6637	0.01086	0.00131	-0.01288	0.29085	1	-0.00022	-2E-05	0.00022	1	0.00019	2E-05	-0.00019	1
-29.21489	-7.79516	308.7063	0.01036	-0.00258	-0.01065	0.2676	1	-0.00019	4E-05	0.00019	1	0.00018	-4E-05	-0.00018	1
-29.22386	-7.81078	308.70817	0.00587	-0.00201	-0.01281	0.26784	1	-0.00022	4E-05	0.00022	1	0.0001	-4E-05	-0.0001	1
-29.18642	-7.81339	308.70689	0.01271	0.00176	-0.01248	0.26297	1	-0.00022	-3E-05	0.00022	1	0.00022	3E-05	-0.00022	1
-29.19472	-7.81212	308.7131	0.00393	0	-0.01012	0.25663	1	-0.00018	0	0.00018	1	7E-05	0	-7E-05	1
-29.25097	-7.79397	308.70037	0.00196	0.00034	-0.0076	0.29072	1	-0.00013	-1E-05	0.00013	1	3E-05	1E-05	-3E-05	1
